# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 28 14:40:53 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
#
disposition,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_trandep,pl_trandur,pl_occdep,pl_rvamp,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_dens,st_vsin,st_rotp,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag
CANDIDATE,24.19361300000,,30.70000000,2.73887055,,,,,,,0,10.60000000,7.5400000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5457.00,0.870000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h41m39.30s,250.4137354,-22d49m42.42s,-22.8284511,665.22300000,11.8990000,11.4290000,9.9860000,9.7500000,9.6580000,,,,,,9.5760000,9.5950000,9.6330000,8.6980000,11.0576000,,10.6528000,11.370
CANDIDATE,2.78449600000,,2.09000000,0.18600000,,,,,,,0,0.58500000,0.4656000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.256000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m28.56s,246.8689900,-22d47m27.90s,-22.7910827,102.88900000,18.0030000,17.1800000,12.4510000,11.8510000,11.5840000,,,,,,11.4400000,11.3010000,10.9590000,8.4390000,15.3473000,,14.0711000,14.731
CANDIDATE,0.64292573000,,,,,,,,,,0,2.46000000,5.9770000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,2914.00,0.362033,0.348098,,,4.862270,10.342429,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m16.80s,245.3200013,-22d41m37.13s,-22.6936469,134.26100000,20.8960000,,13.3000000,12.6180000,12.2250000,,,,,,12.0310000,11.7760000,11.3790000,8.3090000,17.1932000,,15.5860000,14.626
FALSE POSITIVE,1.45620000000,,,,,,,,,,0,1.65000000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m21.55s,240.3397765,-22d37m27.17s,-22.6242127,,16.8450000,16.5000000,11.0260000,10.3440000,10.0520000,,,,,,9.8540000,9.6480000,9.5150000,8.2840000,14.6533000,,13.3982000,15.778
FALSE POSITIVE,2.87420000000,,,,,,,,,,0,0.73000000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3648.00,1.416620,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h02m00.38s,240.5015904,-22d21m24.21s,-22.3567255,144.02500000,15.1310000,13.6990000,9.8240000,9.1010000,8.8420000,,,,,,8.7520000,8.6500000,8.5160000,8.0270000,12.5627000,,11.5349000,12.704
CANDIDATE,10.22360000000,,132.00000000,11.80000000,,,,,,,0,,10.3992000,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6960.00,2.040000,,,,4.050000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h03m01.60s,240.7566702,-22d07m52.84s,-22.1313448,143.71500000,19.8530000,,12.7310000,12.1100000,11.7290000,,,,,,11.2560000,10.6780000,9.2370010,7.0330000,16.4228000,,14.8940000,14.080
FALSE POSITIVE,1.62810000000,,,,,,,,,,0,1.49000000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5691.00,2.744440,1.013000,,,3.566770,0.069089,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h07m17.77s,241.8240540,-22d03m36.93s,-22.0602594,144.95100000,9.7000000,8.7000000,7.5430000,7.1460000,7.0470000,,,,,,6.7960000,6.7410000,6.7440000,6.5670000,8.5091110,,8.0293100,8.752
CANDIDATE,2.75180000000,,0.66900000,0.05970000,,,,,,,0,0.00992000,1.2480000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.647000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h33m34.73s,248.3947030,-21d57m55.66s,-21.9654610,60.53090000,12.1150000,11.1100000,9.0180000,8.5200010,8.3370000,,,,,,8.2660000,8.3370000,8.2320000,7.5960000,10.6290000,,9.9529000,10.595
CANDIDATE,,,133.00000000,11.90000000,,,,,,,0,0.97530000,20.7360000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,8.120000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h58m47.23s,239.6968009,-21d53m41.52s,-21.8948659,509.05100000,11.2510000,10.2660000,8.1740000,7.6700000,7.5200000,,,,,,7.3630000,7.4500000,7.4040000,7.4780000,9.8877200,,9.1919000,9.934
CANDIDATE,23.27766900000,,32.80000000,2.92622000,,,,,,,0,19.80000000,4.7500000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4379.00,0.680000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h28m37.80s,247.1574907,-21d46m03.26s,-21.7675731,423.40600000,15.0810000,14.3070000,11.8670000,11.3600000,11.1930000,,,,,,11.0770000,11.0610000,10.6510000,8.6340000,13.7131000,,13.0002000,13.668
CANDIDATE,24.68420000000,,2.49000000,0.22200000,,,,,,,0,0.04080000,4.9680000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.170000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h03m18.79s,240.8283058,-21d45m21.94s,-21.7560956,273.86800000,12.8090000,12.2480000,10.6640000,10.3280000,10.2490000,,,,,,10.1860000,10.2320000,10.1790000,8.9770000,11.8820000,,11.3927000,11.916
CANDIDATE,2.20000000000,,8.40000000,0.75000000,,,,,,,0,,,,,<a refstr=OSBORN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.2273O/abstract target=ref>Osborn et al. 2016</a>,,4800.00,0.870000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h31m47.27s,247.9469488,-21d31m24.53s,-21.5234812,305.33700000,13.4450000,12.7660000,10.8240000,10.4560000,10.3610000,,,,,,10.2660000,10.2780000,10.2980000,8.5050000,12.3715000,,11.7729000,12.292
CANDIDATE,2.64541650000,,9.47000000,0.84485681,,,,,,,0,1.20000000,2.7200000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5179.00,0.790000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992,528.02500000,12.3660000,11.9610000,10.5720000,10.4130000,10.2980000,,,,,,10.2310000,10.2510000,10.3090000,8.7290000,11.6490000,,11.2371000,11.610
CANDIDATE,2.64594828000,,,,,,,,,,0,1.12400000,2.6880000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6634.00,1.980540,1.390000,,,3.987510,0.252249,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h19m16.97s,244.8207081,-21d27m36.00s,-21.4599992,528.02500000,12.3660000,11.9610000,10.5720000,10.4130000,10.2980000,,,,,,10.2310000,10.2510000,10.3090000,8.7290000,11.6490000,,11.2371000,11.610
CANDIDATE,20.98296043000,,,,,,,,,,0,0.33800000,2.9610000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4822.00,0.739921,0.781000,,,4.592350,2.718075,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h14m49.62s,243.7067684,-21d25m25.32s,-21.4237002,366.94100000,15.8680000,14.9050000,12.7310000,12.1690000,12.0730000,,,,,,12.0020000,12.0290000,11.3900000,8.5080000,14.4924000,,13.7904000,14.421
CANDIDATE,1.52717920000,,,,,,,,,,0,0.19200000,2.2980000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5359.00,0.899453,0.930000,,,4.498590,1.801829,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m15.33s,245.8138614,-21d20m46.00s,-21.3461111,559.82200000,16.3180000,15.1540000,13.0100000,12.4920000,12.4210000,,,,,,12.3260000,12.3420000,11.4930000,8.2570000,14.6666000,,14.0085000,14.659
CANDIDATE,7.83920000000,,1.46000000,0.13000000,,,,,,,0,0.01580000,3.5040000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.115000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h55m16.73s,238.8197061,-21d01m37.09s,-21.0269691,187.22200000,12.6720000,11.3720000,10.1090000,9.7240000,9.6230000,,,,,,9.5590000,9.5530010,9.4230000,8.7250000,11.5285000,,10.9591000,11.526
FALSE POSITIVE,9.20480000000,,,,,,,,,,0,14.79000000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,11886.00,3.615620,3.165000,,,3.822080,0.094405,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h57m40.45s,239.4185534,-20d58m59.42s,-20.9831714,155.75100000,5.8380000,5.8400000,5.7640000,5.7670000,5.7340000,,,,,,5.7670000,5.6910000,5.8500000,5.7860000,5.8089800,,5.8221200,5.954
CANDIDATE,2.32046168000,,,,,,,,,,0,0.53800000,2.6560000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236,170.11100000,10.4390000,10.0150000,8.7760000,8.5160000,8.4740000,,,,,,8.3750000,8.3910000,8.3790000,8.0460000,,,9.3200000,9.973
CANDIDATE,2.32093700000,,15.70000000,1.40000000,,,,,,,0,0.32980000,2.7360000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.157000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m46.05s,239.9418766,-20d58m11.72s,-20.9699236,170.11100000,10.4390000,10.0150000,8.7760000,8.5160000,8.4740000,,,,,,8.3750000,8.3910000,8.3790000,8.0460000,,,9.3200000,9.973
CANDIDATE,1.94297000000,,2.57100000,0.22936965,,,,,,,0,,1.4000000,,,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,M4,3197.00,0.436000,0.486000,-0.1050,[Fe/H],4.846000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h02m04.29s,240.5178856,-20d50m42.94s,-20.8452602,143.70100000,20.4870000,,12.8400000,12.1820000,11.8270000,,,,,,11.5710000,11.2960000,10.6720000,8.4020000,16.7304000,,15.0970000,14.182
FALSE POSITIVE,1.31787190000,,62.00000000,5.50000000,,,,,,,0,1.97800000,1.8720000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.975000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m13.20s,249.5550047,-20d28m34.81s,-20.4763359,552.87200000,13.1740000,12.7340000,11.0010000,10.6750000,10.4880000,,,,,,10.4360000,10.4160000,10.4040000,8.5130000,12.3543000,,11.8611000,12.337
FALSE POSITIVE,1.31790000000,,55.00000000,4.90000000,,,,,,,0,,1.6080000,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5876.00,1.070000,,,,4.390000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m13.20s,249.5550047,-20d28m34.81s,-20.4763359,552.87200000,13.1740000,12.7340000,11.0010000,10.6750000,10.4880000,,,,,,10.4360000,10.4160000,10.4040000,8.5130000,12.3543000,,11.8611000,12.337
CANDIDATE,0.23381080000,,,,,,,,,,0,1.26000000,1.9200000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m46.70s,240.4445692,-20d26m41.10s,-20.4447494,,18.7890000,18.3374000,16.8200000,16.8190000,15.3800000,,,,,,16.6850000,16.5060000,12.2400000,8.2100000,18.2041000,,17.7849000,18.384
FALSE POSITIVE,1.14880000000,,,,,,,,,,0,0.98000000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3429.00,0.984957,0.418000,,,4.072410,0.616723,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h55m05.11s,238.7713112,-20d26m08.17s,-20.4356029,144.08600000,16.8250000,15.1500000,10.7870000,10.0160000,9.7440000,,,,,,9.6380000,9.5070000,9.4070000,8.5600000,13.8428000,,12.7109000,13.966
CANDIDATE,46.38363000000,,3.22000000,0.28700000,,,,,,,0,0.17710000,5.2368000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.762000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731,116.18900000,12.9110000,11.9120000,10.0200000,9.5240000,9.4170000,,,,,,9.3800000,9.4180000,9.3780000,8.3360000,11.5730000,,10.9404000,11.514
CANDIDATE,46.40651000000,,3.35000000,0.29886698,,,,,,,0,0.17600000,4.5500000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4812.00,0.730000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h37m19.44s,249.3309961,-20d25m43.22s,-20.4286731,116.18900000,12.9110000,11.9120000,10.0200000,9.5240000,9.4170000,,,,,,9.3800000,9.4180000,9.3780000,8.3360000,11.5730000,,10.9404000,11.514
CANDIDATE,16.56127000000,,0.95700000,0.08540000,,,,,,,0,0.10900000,4.3680000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.258000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199,81.38137000,14.8870000,13.3460000,10.1140000,9.4880000,9.2510000,,,,,,9.0980000,8.9930000,8.9270000,8.2800000,,,11.3670000,12.542
CANDIDATE,16.56315500000,,1.66000000,0.14809528,,,,,,,0,0.10100000,4.4100000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3669.00,0.480000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m59.30s,239.9970933,-20d24m32.83s,-20.4091199,81.38137000,14.8870000,13.3460000,10.1140000,9.4880000,9.2510000,,,,,,9.0980000,8.9930000,8.9270000,8.2800000,,,11.3670000,12.542
CANDIDATE,18.35777300000,,1.74000000,0.15523240,,,,,,,0,0.04520000,5.1300000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4937.00,0.750000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588,337.99300000,13.6120000,12.7530000,11.0180000,10.6570000,10.5460000,,,,,,10.4660000,10.4860000,10.4760000,8.2550000,12.5085000,,11.9231000,12.492
CANDIDATE,18.36470000000,,2.61000000,0.23300000,,,,,,,0,0.04210000,5.8560000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.220000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h08m13.90s,242.0579035,-20d17m18.09s,-20.2883588,337.99300000,13.6120000,12.7530000,11.0180000,10.6570000,10.5460000,,,,,,10.4660000,10.4860000,10.4760000,8.2550000,12.5085000,,11.9231000,12.492
CANDIDATE,21.91840000000,,3.18000000,0.28400000,,,,,,,0,0.13300000,2.9040000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.720000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h22m12.40s,245.5516830,-19d55m47.33s,-19.9298146,293.87300000,16.4470000,15.3290000,11.8670000,11.2320000,11.0120000,,,,,,10.8510000,10.8230000,10.8100000,8.5360000,14.3662000,,13.3957000,14.109
CANDIDATE,49.85580000000,,3.29000000,0.29400000,,,,,,,0,0.05390000,7.0320000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,1.359000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m17.40s,242.5725134,-19d55m33.62s,-19.9260062,166.75700000,11.3900000,10.7110000,9.2440000,8.9860000,8.8490000,,,,,,8.7590000,8.7790000,8.7750000,8.5330000,10.4820000,,9.9838310,10.526
CANDIDATE,4.98189210000,,2.66000000,0.23730931,,,,,,,0,0.05550000,3.8400000,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5849.00,1.040000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289,211.63200000,12.9010000,12.2930000,10.2310000,9.8870000,9.7120000,,,,,,9.2650000,9.3040000,9.3300000,8.2920000,11.7728000,,11.1878000,12.183
CANDIDATE,4.98049071000,,,,,,,,,,0,0.04100000,4.0870000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5234.00,1.137330,0.893000,,,4.277150,0.855772,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289,211.63200000,12.9010000,12.2930000,10.2310000,9.8870000,9.7120000,,,,,,9.2650000,9.3040000,9.3300000,8.2920000,11.7728000,,11.1878000,12.183
CANDIDATE,4.98183800000,,2.39347065,0.21000000,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5774.00,0.978267,,-0.0800,[Fe/H],4.370000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289,211.63200000,12.9010000,12.2930000,10.2310000,9.8870000,9.7120000,,,,,,9.2650000,9.3040000,9.3300000,8.2920000,11.7728000,,11.1878000,12.183
CANDIDATE,4.98205000000,,2.30000000,0.20500000,,,,,,,0,,3.9259200,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5594.00,1.010000,,,,4.382000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h36m06.04s,249.0251664,-19d44m40.30s,-19.7445289,211.63200000,12.9010000,12.2930000,10.2310000,9.8870000,9.7120000,,,,,,9.2650000,9.3040000,9.3300000,8.2920000,11.7728000,,11.1878000,12.183
